disease_1,disease_2,semantic_similarity
Esophageal squamous cell carcinoma,Cardiac hypertrophy,0
Esophageal squamous cell carcinoma,Hepatic carcinoma,0.252173913
Esophageal squamous cell carcinoma,Cancer,0.215189873
Esophageal squamous cell carcinoma,Tuberculosis,0
Esophageal squamous cell carcinoma,Prader-willi syndrome,0
Esophageal squamous cell carcinoma,Acute promyelocytic leukemia,0.037037037
Esophageal squamous cell carcinoma,Heart failure,0
Esophageal squamous cell carcinoma,Uterine leiomyoma,0.053191489
Esophageal squamous cell carcinoma,Adenocarcinoma,0.244680851
Esophageal squamous cell carcinoma,Lung carcinoma,0.034482759
Esophageal squamous cell carcinoma,Head and neck squamous cell carcinoma,0.472222222
Esophageal squamous cell carcinoma,Psoriatic arthritis,0
Esophageal squamous cell carcinoma,B-cell lymphoma,0.050505051
Esophageal squamous cell carcinoma,Prostate carcinoma,0
Esophageal squamous cell carcinoma,Prostatic neoplasms,0.055555556
Esophageal squamous cell carcinoma,Malignant glioma,0.107843137
Esophageal squamous cell carcinoma,Epstein-barr virus infections,0
Esophageal squamous cell carcinoma,Stomach cancer,0.305555556
Esophageal squamous cell carcinoma,Urinary bladder cancer,0.054054054
Esophageal squamous cell carcinoma,Colon carcinoma,0
Esophageal squamous cell carcinoma,Gallbladder cancer,0.138888889
Esophageal squamous cell carcinoma,Liposarcoma,0.049019608
Esophageal squamous cell carcinoma,Meningioma,0.094017094
Esophageal squamous cell carcinoma,Uterine cervical neoplasm,0.040909091
Esophageal squamous cell carcinoma,Renal carcinoma,0
Esophageal squamous cell carcinoma,Lung small cell carcinoma,0.034482759
Esophageal squamous cell carcinoma,Mouth neoplasms,0.2
Esophageal squamous cell carcinoma,Lymphosarcoma,0.077669903
Esophageal squamous cell carcinoma,Breast neoplasms,0.142857143
Liver cirrhosis,Liver cirrhosis,0
Liver cirrhosis,Early hepatocellular carcinoma,0.225
Liver cirrhosis,Triple negative breast cancer,0.047619921
Liver cirrhosis,Bladder cancer,0.057143926
Liver cirrhosis,Atherosclerosis,0.099989966
Liver cirrhosis,Ovarian cancer,0.047619921
Liver cirrhosis,Papillary thyroid cancer,0.041172339
Liver cirrhosis,Papillary thyroid carcinoma,0.041172339
Liver cirrhosis,Gastric carcinoma,0.047619921
Liver cirrhosis,Nasopharyngeal cancer,0
Liver cirrhosis,Nk/T cell lymphoma,0
Liver cirrhosis,Ischemia,0.173472727
Liver cirrhosis,Esophagus adenocarcinoma,0.041172339
Liver cirrhosis,Retinoblastoma,0.033723621
Liver cirrhosis,Epithelial ovarian cancer,0.041172339
Liver cirrhosis,Renal cell cancer,0
Liver cirrhosis,Diffuse large B cell lymphoma,0.033723621
Liver cirrhosis,Oral squamous cell carcinoma,0.047619921
Liver cirrhosis,Lymphoma,0.047619921
Liver cirrhosis,Hemangioma,0.071429946
Liver cirrhosis,Myasthenia gravis,0.089268115
Liver cirrhosis,Pneumonia,0.138778105
Liver cirrhosis,Pediatric neuroblastoma,0.041172339
Liver cirrhosis,Leukemia lymphoblastic acute,0.036761943
Liver cirrhosis,Tongue squamous cell carcinoma,0.041172339
Liver cirrhosis,Melanoma,0.071429946
Liver cirrhosis,Nonalcoholic fatty liver disease,0.310344828
Liver cirrhosis,Epithelial ovarian carcinoma,0
Liver cirrhosis,Herpes simplex keratitis,0
Liver cirrhosis,Dysregulated immunity,0
Liver cirrhosis,Pre-eclampsia,0.115648379
Liver cirrhosis,Chronic obstructive pulmonary disease,0.115648379
Liver cirrhosis,Lung adenocarcinoma,0.036761943
Liver cirrhosis,T-cell acute lymphoblastic leukemia,0.031620295
Liver cirrhosis,Chronic myeloid leukemia,0.036761943
Liver cirrhosis,Ovarian clear cell carcinoma,0.031620295
Liver cirrhosis,Primary breast cancer,0.057143926
Liver cirrhosis,Wilms tumor,0.047619921
Liver cirrhosis,Colon and rectal adenocarcinoma,0.060606061
Liver cirrhosis,Uveal melanoma,0.036761943
Liver cirrhosis,Hypopharyngeal cancer,0.047619921
Liver cirrhosis,Cardiac hypertrophy,0
Liver cirrhosis,Hepatic carcinoma,0.225
Liver cirrhosis,Cancer,0.128249503
Liver cirrhosis,Tuberculosis,0.071429946
Liver cirrhosis,Prader-willi syndrome,0.093360272
Liver cirrhosis,Acute promyelocytic leukemia,0.033723621
Liver cirrhosis,Heart failure,0.173472727
Liver cirrhosis,Uterine leiomyoma,0.041172339
Liver cirrhosis,Adenocarcinoma,0.057143926
Liver cirrhosis,Lung carcinoma,0.047619921
Liver cirrhosis,Head and neck squamous cell carcinoma,0.047619921
Liver cirrhosis,Psoriatic arthritis,0.128249503
Liver cirrhosis,B-cell lymphoma,0.036761943
Liver cirrhosis,Prostate carcinoma,0.041172339
Liver cirrhosis,Prostatic neoplasms,0
Liver cirrhosis,Malignant glioma,0.071429946
Liver cirrhosis,Epstein-barr virus infections,0
Liver cirrhosis,Stomach cancer,0.082191781
Liver cirrhosis,Urinary bladder cancer,0.057143926
Liver cirrhosis,Colon carcinoma,0.033723621
Liver cirrhosis,Gallbladder cancer,0.082191781
Liver cirrhosis,Liposarcoma,0.041172339
Liver cirrhosis,Meningioma,0.047619921
Liver cirrhosis,Uterine cervical neoplasm,0.047619921
Liver cirrhosis,Renal carcinoma,0.047619921
Liver cirrhosis,Lung small cell carcinoma,0.041172339
Liver cirrhosis,Mouth neoplasms,0.057143926
Liver cirrhosis,Lymphosarcoma,0
Liver cirrhosis,Breast neoplasms,0
Early hepatocellular carcinoma,Early hepatocellular carcinoma,0
Early hepatocellular carcinoma,Triple negative breast cancer,0.23822486
Early hepatocellular carcinoma,Bladder cancer,0.304051121
Early hepatocellular carcinoma,Atherosclerosis,0.026217688
Early hepatocellular carcinoma,Ovarian cancer,0.23822486
Early hepatocellular carcinoma,Papillary thyroid cancer,0.262672811
Early hepatocellular carcinoma,Papillary thyroid carcinoma,0.262672811
Early hepatocellular carcinoma,Gastric carcinoma,0.372579866
Early hepatocellular carcinoma,Nasopharyngeal cancer,0.045226131
Early hepatocellular carcinoma,Nk/T cell lymphoma,0.041916168
Early hepatocellular carcinoma,Ischemia,0.054521373
Early hepatocellular carcinoma,Esophagus adenocarcinoma,0.302808285
Early hepatocellular carcinoma,Retinoblastoma,0.142026452
Early hepatocellular carcinoma,Epithelial ovarian cancer,0.233766234
Early hepatocellular carcinoma,Renal cell cancer,0.322429907
Early hepatocellular carcinoma,Diffuse large B cell lymphoma,0.142026452
Early hepatocellular carcinoma,Oral squamous cell carcinoma,0.372579866
Early hepatocellular carcinoma,Lymphoma,0.23822486
Early hepatocellular carcinoma,Hemangioma,0.132409048
Early hepatocellular carcinoma,Myasthenia gravis,0.025084784
Early hepatocellular carcinoma,Pneumonia,0.041172339
Early hepatocellular carcinoma,Pediatric neuroblastoma,0.193613418
Early hepatocellular carcinoma,Leukemia lymphoblastic acute,0.163074998
Early hepatocellular carcinoma,Tongue squamous cell carcinoma,0.302808285
Early hepatocellular carcinoma,Melanoma,0.243677156
Early hepatocellular carcinoma,Nonalcoholic fatty liver disease,0.146341463
Early hepatocellular carcinoma,Epithelial ovarian carcinoma,0.233766234
Early hepatocellular carcinoma,Herpes simplex keratitis,0
Early hepatocellular carcinoma,Dysregulated immunity,0
Early hepatocellular carcinoma,Pre-eclampsia,0.032258637
Early hepatocellular carcinoma,Chronic obstructive pulmonary disease,0.032258637
Early hepatocellular carcinoma,Lung adenocarcinoma,0.350253807
Early hepatocellular carcinoma,T-cell acute lymphoblastic leukemia,0.12745019
Early hepatocellular carcinoma,Chronic myeloid leukemia,0.163074998
Early hepatocellular carcinoma,Ovarian clear cell carcinoma,0.12745019
Early hepatocellular carcinoma,Primary breast cancer,0.304051121
Early hepatocellular carcinoma,Wilms tumor,0.23822486
Early hepatocellular carcinoma,Colon and rectal adenocarcinoma,0.302808285
Early hepatocellular carcinoma,Uveal melanoma,0.163074998
Early hepatocellular carcinoma,Hypopharyngeal cancer,0.372579866
Early hepatocellular carcinoma,Cardiac hypertrophy,0
Early hepatocellular carcinoma,Hepatic carcinoma,1
Early hepatocellular carcinoma,Cancer,0.479833079
Early hepatocellular carcinoma,Tuberculosis,0.054521373
Early hepatocellular carcinoma,Prader-willi syndrome,0.07496322
Early hepatocellular carcinoma,Acute promyelocytic leukemia,0.142026452
Early hepatocellular carcinoma,Heart failure,0.054521373
Early hepatocellular carcinoma,Uterine leiomyoma,0.063671527
Early hepatocellular carcinoma,Adenocarcinoma,0.56626506
Early hepatocellular carcinoma,Lung carcinoma,0.23822486
Early hepatocellular carcinoma,Head and neck squamous cell carcinoma,0.23822486
Early hepatocellular carcinoma,Psoriatic arthritis,0.107359913
Early hepatocellular carcinoma,B-cell lymphoma,0.163074998
Early hepatocellular carcinoma,Prostate carcinoma,0.193613418
Early hepatocellular carcinoma,Prostatic neoplasms,0.06185567
Early hepatocellular carcinoma,Malignant glioma,0.243677156
Early hepatocellular carcinoma,Epstein-barr virus infections,0
Early hepatocellular carcinoma,Stomach cancer,0.475531084
Early hepatocellular carcinoma,Urinary bladder cancer,0.304051121
Early hepatocellular carcinoma,Colon carcinoma,0.222127095
Early hepatocellular carcinoma,Gallbladder cancer,0.372579866
Early hepatocellular carcinoma,Liposarcoma,0.193613418
Early hepatocellular carcinoma,Meningioma,0.23822486
Early hepatocellular carcinoma,Uterine cervical neoplasm,0.23822486
Early hepatocellular carcinoma,Renal carcinoma,0.23822486
Early hepatocellular carcinoma,Lung small cell carcinoma,0.193613418
Early hepatocellular carcinoma,Mouth neoplasms,0.475531084
Early hepatocellular carcinoma,Lymphosarcoma,0.086956522
Early hepatocellular carcinoma,Breast neoplasms,0.159574468
Triple negative breast cancer,Triple negative breast cancer,0
Triple negative breast cancer,Bladder cancer,0.351665478
Triple negative breast cancer,Atherosclerosis,0.032258637
Triple negative breast cancer,Ovarian cancer,0.284037401
Triple negative breast cancer,Papillary thyroid cancer,0.23822486
Triple negative breast cancer,Papillary thyroid carcinoma,0.23822486
Triple negative breast cancer,Gastric carcinoma,0.284037401
Triple negative breast cancer,Nasopharyngeal cancer,0.088757396
Triple negative breast cancer,Nk/T cell lymphoma,0.03649635
Triple negative breast cancer,Ischemia,0.061343273
Triple negative breast cancer,Esophagus adenocarcinoma,0.23822486
Triple negative breast cancer,Retinoblastoma,0.18526914
Triple negative breast cancer,Epithelial ovarian cancer,0.23822486
Triple negative breast cancer,Renal cell cancer,0.081521739
Triple negative breast cancer,Diffuse large B cell lymphoma,0.18526914
Triple negative breast cancer,Oral squamous cell carcinoma,0.284037401
Triple negative breast cancer,Lymphoma,0.284037401
Triple negative breast cancer,Hemangioma,0.14897652
Triple negative breast cancer,Myasthenia gravis,0.029819518
Triple negative breast cancer,Pneumonia,0.047619921
Triple negative breast cancer,Pediatric neuroblastoma,0.23822486
Triple negative breast cancer,Leukemia lymphoblastic acute,0.206873557
Triple negative breast cancer,Tongue squamous cell carcinoma,0.23822486
Triple negative breast cancer,Melanoma,0.274166874
Triple negative breast cancer,Nonalcoholic fatty liver disease,0
Triple negative breast cancer,Epithelial ovarian carcinoma,0.089552239
Triple negative breast cancer,Herpes simplex keratitis,0
Triple negative breast cancer,Dysregulated immunity,0
Triple negative breast cancer,Pre-eclampsia,0.03846223
Triple negative breast cancer,Chronic obstructive pulmonary disease,0.03846223
Triple negative breast cancer,Lung adenocarcinoma,0.206873557
Triple negative breast cancer,T-cell acute lymphoblastic leukemia,0.170310041
Triple negative breast cancer,Chronic myeloid leukemia,0.206873557
Triple negative breast cancer,Ovarian clear cell carcinoma,0.170310041
Triple negative breast cancer,Primary breast cancer,0.833333028
Triple negative breast cancer,Wilms tumor,0.284037401
Triple negative breast cancer,Colon and rectal adenocarcinoma,0.23822486
Triple negative breast cancer,Uveal melanoma,0.206873557
Triple negative breast cancer,Hypopharyngeal cancer,0.284037401
Triple negative breast cancer,Cardiac hypertrophy,0
Triple negative breast cancer,Hepatic carcinoma,0.101123596
Triple negative breast cancer,Cancer,0.517415251
Triple negative breast cancer,Tuberculosis,0.061343273
Triple negative breast cancer,Prader-willi syndrome,0.082379097
Triple negative breast cancer,Acute promyelocytic leukemia,0.18526914
Triple negative breast cancer,Heart failure,0.061343273
Triple negative breast cancer,Uterine leiomyoma,0.078342404
Triple negative breast cancer,Adenocarcinoma,0.21283189
Triple negative breast cancer,Lung carcinoma,0.284037401
Triple negative breast cancer,Head and neck squamous cell carcinoma,0.284037401
Triple negative breast cancer,Psoriatic arthritis,0.115768709
Triple negative breast cancer,B-cell lymphoma,0.206873557
Triple negative breast cancer,Prostate carcinoma,0.23822486
Triple negative breast cancer,Prostatic neoplasms,0.109756098
Triple negative breast cancer,Malignant glioma,0.274166874
Triple negative breast cancer,Epstein-barr virus infections,0
Triple negative breast cancer,Stomach cancer,0.351665478
Triple negative breast cancer,Urinary bladder cancer,0.351665478
Triple negative breast cancer,Colon carcinoma,0.18526914
Triple negative breast cancer,Gallbladder cancer,0.284037401
Triple negative breast cancer,Liposarcoma,0.23822486
Triple negative breast cancer,Meningioma,0.284037401
Triple negative breast cancer,Uterine cervical neoplasm,0.284037401
Triple negative breast cancer,Renal carcinoma,0.284037401
Triple negative breast cancer,Lung small cell carcinoma,0.23822486
Triple negative breast cancer,Mouth neoplasms,0.351665478
Triple negative breast cancer,Lymphosarcoma,0.051948052
Triple negative breast cancer,Breast neoplasms,0.797468354
Bladder cancer,Bladder cancer,0
Bladder cancer,Atherosclerosis,0.041172339
Bladder cancer,Ovarian cancer,0.351665478
Bladder cancer,Papillary thyroid cancer,0.304051121
Bladder cancer,Papillary thyroid carcinoma,0.304051121
Bladder cancer,Gastric carcinoma,0.351665478
Bladder cancer,Nasopharyngeal cancer,0.047120419
Bladder cancer,Nk/T cell lymphoma,0.018867925
Bladder cancer,Ischemia,0.071429946
Bladder cancer,Esophagus adenocarcinoma,0.304051121
Bladder cancer,Retinoblastoma,0.24904353
Bladder cancer,Epithelial ovarian cancer,0.304051121
Bladder cancer,Renal cell cancer,0.349514563
Bladder cancer,Diffuse large B cell lymphoma,0.24904353
Bladder cancer,Oral squamous cell carcinoma,0.351665478
Bladder cancer,Lymphoma,0.351665478
Bladder cancer,Hemangioma,0.173472727
Bladder cancer,Myasthenia gravis,0.036757459
Bladder cancer,Pneumonia,0.057143926
Bladder cancer,Pediatric neuroblastoma,0.304051121
Bladder cancer,Leukemia lymphoblastic acute,0.271481054
Bladder cancer,Tongue squamous cell carcinoma,0.304051121
Bladder cancer,Melanoma,0.319248128
Bladder cancer,Nonalcoholic fatty liver disease,0
Bladder cancer,Epithelial ovarian carcinoma,0.147982063
Bladder cancer,Herpes simplex keratitis,0
Bladder cancer,Dysregulated immunity,0
Bladder cancer,Pre-eclampsia,0.047619921
Bladder cancer,Chronic obstructive pulmonary disease,0.047619921
Bladder cancer,Lung adenocarcinoma,0.271481054
Bladder cancer,T-cell acute lymphoblastic leukemia,0.233510809
Bladder cancer,Chronic myeloid leukemia,0.271481054
Bladder cancer,Ovarian clear cell carcinoma,0.233510809
Bladder cancer,Primary breast cancer,0.421998728
Bladder cancer,Wilms tumor,0.549999175
Bladder cancer,Colon and rectal adenocarcinoma,0.304051121
Bladder cancer,Uveal melanoma,0.271481054
Bladder cancer,Hypopharyngeal cancer,0.351665478
Bladder cancer,Cardiac hypertrophy,0
Bladder cancer,Hepatic carcinoma,0.06
Bladder cancer,Cancer,0.573196756
Bladder cancer,Tuberculosis,0.071429946
Bladder cancer,Prader-willi syndrome,0.093360272
Bladder cancer,Acute promyelocytic leukemia,0.24904353
Bladder cancer,Heart failure,0.071429946
Bladder cancer,Uterine leiomyoma,0.099989966
Bladder cancer,Adenocarcinoma,0.255398362
Bladder cancer,Lung carcinoma,0.351665478
Bladder cancer,Head and neck squamous cell carcinoma,0.351665478
Bladder cancer,Psoriatic arthritis,0.128249503
Bladder cancer,B-cell lymphoma,0.271481054
Bladder cancer,Prostate carcinoma,0.304051121
Bladder cancer,Prostatic neoplasms,0.193548387
Bladder cancer,Malignant glioma,0.319248128
Bladder cancer,Epstein-barr virus infections,0
Bladder cancer,Stomach cancer,0.421998728
Bladder cancer,Urinary bladder cancer,1
Bladder cancer,Colon carcinoma,0.24904353
Bladder cancer,Gallbladder cancer,0.351665478
Bladder cancer,Liposarcoma,0.304051121
Bladder cancer,Meningioma,0.351665478
Bladder cancer,Uterine cervical neoplasm,0.351665478
Bladder cancer,Renal carcinoma,0.549999175
Bladder cancer,Lung small cell carcinoma,0.304051121
Bladder cancer,Mouth neoplasms,0.421998728
Bladder cancer,Lymphosarcoma,0.034090909
Bladder cancer,Breast neoplasms,0.166666667
Atherosclerosis,Atherosclerosis,0
Atherosclerosis,Ovarian cancer,0.032258637
Atherosclerosis,Papillary thyroid cancer,0.026217688
Atherosclerosis,Papillary thyroid carcinoma,0.026217688
Atherosclerosis,Gastric carcinoma,0.032258637
Atherosclerosis,Nasopharyngeal cancer,0
Atherosclerosis,Nk/T cell lymphoma,0
Atherosclerosis,Ischemia,0.402631596
Atherosclerosis,Esophagus adenocarcinoma,0.026217688
Atherosclerosis,Retinoblastoma,0.019232165
Atherosclerosis,Epithelial ovarian cancer,0.026217688
Atherosclerosis,Renal cell cancer,0
Atherosclerosis,Diffuse large B cell lymphoma,0.019232165
Atherosclerosis,Oral squamous cell carcinoma,0.032258637
Atherosclerosis,Lymphoma,0.032258637
Atherosclerosis,Hemangioma,0.054521373
Atherosclerosis,Myasthenia gravis,0.06092019
Atherosclerosis,Pneumonia,0.099989966
Atherosclerosis,Pediatric neuroblastoma,0.026217688
Atherosclerosis,Leukemia lymphoblastic acute,0.022082402
Atherosclerosis,Tongue squamous cell carcinoma,0.026217688
Atherosclerosis,Melanoma,0.054521373
Atherosclerosis,Nonalcoholic fatty liver disease,0
Atherosclerosis,Epithelial ovarian carcinoma,0
Atherosclerosis,Herpes simplex keratitis,0
Atherosclerosis,Dysregulated immunity,0
Atherosclerosis,Pre-eclampsia,0.372579866
Atherosclerosis,Chronic obstructive pulmonary disease,0.078342404
Atherosclerosis,Lung adenocarcinoma,0.022082402
Atherosclerosis,T-cell acute lymphoblastic leukemia,0.017258356
Atherosclerosis,Chronic myeloid leukemia,0.022082402
Atherosclerosis,Ovarian clear cell carcinoma,0.017258356
Atherosclerosis,Primary breast cancer,0.041172339
Atherosclerosis,Wilms tumor,0.032258637
Atherosclerosis,Colon and rectal adenocarcinoma,0.026217688
Atherosclerosis,Uveal melanoma,0.022082402
Atherosclerosis,Hypopharyngeal cancer,0.032258637
