snoRNA,disease,label
SNORD18C,Clear cell renal cell carcinoma,0
SNORD114-2,Acute promyelocytic leukemia,0
SNORD66,Wilms tumor,0
SNORD115-16,Colorectal carcinoma,0
SNORA67,Prostate cancer,0
SNORD115-10,Pancreatic cancer,0
SNORD115-15,Liver cancer,0
SNORD12B,Colorectal cancer,0
SNORD18B,Esophageal cancer,0
SNORD14E,Prostatic neoplasms,0
SNORD103B,Pre-eclampsia,0
SNORD90,Epstein-barr virus infections,0
SNORA61,Lung small cell carcinoma,0
SNORD99,Prostate carcinoma,0
SNORD110,Non small cell lung carcinoma,0
SNORD37,Colon carcinoma,0
SNORD42A,Colon carcinoma,0
SNORD6,Leukemia lymphoblastic acute,0
SNORA31,Muscle-invasive bladder cancer,0
SNORD42B,B-cell lymphoma,0
SNORA70B,Prostate carcinoma,0
SNORA27,Meningioma,0
SNORA25,Laryngeal squamous cell carcinoma,0
SNORA24,Liver cancer,0
SNORD114-9,Pre-eclampsia,0
SNORA70E,Leukemia lymphoblastic acute,0
SNORD49A,Tongue squamous cell carcinoma,0
SNORD37,Ovarian carcinoma,0
SNORD124,Cancer,0
SNORA80E,Liposarcoma,0
SNORD105B,Alzheimer disease,0
SCARNA12,T-cell acute lymphoblastic leukemia,0
SNORD19B,Nk/T cell lymphoma,0
SNORD58B,Liver cirrhosis,0
SNORD18A,Hemangioma,0
SNORA18,Colorectal carcinoma,0
SNORA27,Laryngeal cancer,0
SNORD115-32,Tongue squamous cell carcinoma,0
SNORA72,Lung carcinoma,0
SNORA35,Cerebral cavernous malformations,0
SNORA69,Leukemia lymphoblastic acute,0
SNORD80,Melanoma,0
SNORD45A,Alzheimer disease,0
SNORD16,Clear cell renal cell carcinoma,0
SNORA17B,Tongue squamous cell carcinoma,0
SNORD18A,Chronic obstructive pulmonary disease,0
SCARNA5,Papillary thyroid cancer,0
SNORD61,Laryngeal cancer,0
SNORA17B,Esophageal squamous cell carcinoma,0
RNU1-2,B-cell lymphoma,0
SNORD83B,Epithelial ovarian carcinoma,0
SNORA65,Nasopharyngeal carcinoma,0
SNORD116-21,Melanoma,0
SNORA6,Dysregulated immunity,0
SNORD46,Non small cell lung carcinoma,0
SNORD103B,Multiple myeloma,0
SNORA3B,Lung carcinoma,0
SNORA41,Esophageal squamous cell carcinoma,0
SNORD93,Prostate cancer,0
SNORA60,Renal cell carcinoma,0
SNORD89,Melanoma,0
SNORD79,Nasopharyngeal carcinoma,0
SNORD81,Laryngeal cancer,0
SNORD84,Urinary bladder cancer,0
SNORA72,Esophageal squamous cell cancer,0
SNORD116-15,Non small cell lung cancer,0
SNORD117,Breast neoplasms,0
SNORD19,Early hepatocellular carcinoma,0
SNORA33,Pediatric neuroblastoma,0
SNORD19B,Thyroid cancer,0
SNORD72,Colon cancer,0
SCARNA14,Gallbladder cancer,0
SNORD116-16,Renal cell cancer,0
SNORD126,Ischemia,0
SNORD78,Renal cell cancer,0
SNORD113-7,Uterine cervical neoplasm,0
SNORD42A,Colon cancer,0
SCARNA22,Psoriatic arthritis,0
SNORD26,Ovarian carcinoma,0
SNORA1,Leukemia lymphoblastic acute,0
SNORD18B,West nile virus infection,0
SNORD71,Psoriatic arthritis,0
SNORD38B,Tongue squamous cell carcinoma,0
SNORD15A,Chronic myeloid leukemia,0
SNORD58C,Alzheimer disease,0
SNORD55,Triple negative breast cancer,0
SNORA48,Ovarian clear cell carcinoma,0
SNORD59A,Liposarcoma,0
SNORD113-2,Colon cancer,0
SNORA71D,Clear cell renal cell carcinoma,0
SNORA6,Non small cell lung carcinoma,0
SCARNA4,Prostate cancer,0
SNORD23,Papillary thyroid carcinoma,0
SNORD44,Malignant glioma,0
SNORD49A,Gallbladder cancer,0
SNORD58C,Liver cirrhosis,0
SNORD114-10,Colorectal adenocarcinoma,0
SNORD70,B-cell lymphoma,0
SNORD114-15,Muscle-invasive bladder cancer,0
SNORD116-24,Bladder cancer,0
SNORA5B,Non small cell lung cancer,0
SNORD14A,Colorectal carcinoma,0
SNORA68,Head and neck squamous cell carcinoma,0
SNORD37,Epithelial ovarian cancer,0
SNORA5A,Esophageal cancer,0
SNORD76,Laryngeal squamous cell carcinoma,0
SNORD114-21,Parkinson disease,0
SNHG8,Oral squamous cell carcinoma,0
SNORD50B,Liver fibrosis,0
SNORD41,Renal cell cancer,0
SNORA26,Chronic obstructive pulmonary disease,0
SNORD1A,Renal carcinoma,0
SNORA2B,Urinary bladder cancer,0
SNHG15,Stomach cancer,0
SCARNA10,Colon carcinoma,0
SNORA80B,Liver cirrhosis,0
SNORA60,Head and neck squamous cell carcinoma,0
RNU7-1,Colorectal adenocarcinoma,0
SNORD88C,Breast neoplasms,0
SNORD117,Nk/T cell lymphoma,0
SNORD62B,Glioma,0
SNORA33,Melanoma,0
SNORA2B,Lung squamous cell carcinoma,0
SNORD101,Epithelial ovarian carcinoma,0
SNORA51,Non small cell lung carcinoma,0
GAS5,Prostate cancer,0
SNORD4B,Clear cell renal cell carcinoma,0
SNORD69,Breast neoplasms,0
SNORA52,Oral squamous cell carcinoma,0
SNORD74,Nasopharyngeal cancer,0
SNORD125,Gallbladder cancer,0
SNHG11,Lymphosarcoma,0
SNORD63,Myasthenia gravis,0
SNORD82,Tongue squamous cell carcinoma,0
SNORD3P3,Wilms tumor,0
SNORD15B,Pancreatic ductal adenocarcinoma,0
SNORD65,Prostate cancer,0
SNORD96A,Colon and rectal adenocarcinoma,0
SNORD116-20,Triple negative breast cancer,0
SNHG14,Nk/T cell lymphoma,0
SNORD37,Osteosarcoma,0
SNORD114-17,Laryngeal squamous cell carcinoma,0
SNORD52,Herpes simplex keratitis,0
SNORD91B,Ovarian cancer,0
SNORA25,Lung cancer,0
SNORD115-1,Retinoblastoma,0
SNORA13,Prostate cancer,0
SNORD117,Cerebral cavernous malformations,0
SNORD113-5,Cholangiocarcinoma,0
SCARNA8,T-cell acute lymphoblastic leukemia,0
SNORD70,Triple negative breast cancer,0
SNORD25,Laryngeal cancer,0
SNORA29,Renal cell cancer,0
SNORD3P3,Early hepatocellular carcinoma,0
SNORD88B,Early hepatocellular carcinoma,0
SNORD1A,Esophagus adenocarcinoma,0
SNORD1A,T-cell acute lymphoblastic leukemia,0
SNORA70E,Lung cancer,0
RNVU1-18,Gastric carcinoma,0
SNORA55,Melanoma,0
SNORA53,T-cell acute lymphoblastic leukemia,0
SNORD65,Meningioma,0
SNORA46,B-cell lymphoma,0
SNORD42A,Epithelial ovarian cancer,0
SNHG19,Cancer,0
SNHG15,Papillary thyroid cancer,0
SNORD44,Epithelial ovarian carcinoma,0
SNORD48,Triple negative breast cancer,0
SNORD14D,Acute promyelocytic leukemia,0
SNORA73A,Rheumatoid arthritis,0
SNORD114-10,Bladder cancer,0
SNORA70E,Stomach cancer,0
SNORA3B,Multiple myeloma,0
SNORA70,Gallbladder cancer,0
SNORA15,Ovarian cancer,0
SNORD88B,Lung adenocarcinoma,0
SNORD116@,Colon carcinoma,0
SNORD81,Melanoma,0
SNORD83B,Esophagus adenocarcinoma,0
SNORA35,Wilms tumor,0
SNORA25,Neuroblastoma,0
SNORD91B,Gallbladder cancer,0
SCARNA16,Esophageal squamous cell cancer,0
SNORD73A,Renal cell carcinoma,0
SNORA74B,Malignant glioma,0
SNORD67,Nasopharyngeal cancer,0
SNORA80B,Lymphosarcoma,0
SNORD38B,Head and neck squamous cell carcinoma,0
SNORD114-23,Early hepatocellular carcinoma,0
SNORD30,Hypopharyngeal cancer,0
SNHG4,Head and neck squamous cell carcinoma,0
SNORA73A,B-cell lymphoma,0
SNORD92,Cerebral cavernous malformations,0
SNORD54,Colon and rectal adenocarcinoma,0
SNORA59B,Non small cell lung carcinoma,0
SNORA32,Cardiac hypertrophy,0
SNORD114-28,Uveal melanoma,0
SNORD90,Pneumonia,0
SCARNA13,Pneumonia,0
SNORD42A,Glioblastoma,0
SNORD51,Gallbladder cancer,0
SNORA41,Hepatic carcinoma,0
SNORA73A,Esophagus adenocarcinoma,0
SNORD59A,Leukemia lymphoblastic acute,0
SNORD115-40,Nonalcoholic fatty liver disease,0
SNORD116-2,Ovarian cancer,0
SNORD67,Non small cell lung cancer,0
SNHG9,Ovarian carcinoma,0
SCARNA15,Liver cancer,0
SNORD113-9,Head and neck squamous cell carcinoma,0
SNORD77,Lymphoma,0
SNORD62A,Stomach cancer,0
SNORA73A,Prostatic neoplasms,0
SNORA7B,Uveal melanoma,0
SNORD64,Cancer,0
SNORA70E,Breast cancer,0
SNHG10,Acute promyelocytic leukemia,0
SNORD121A,Nasopharyngeal cancer,0
SNORA24,Pre-eclampsia,0
SNORD103A,Osteosarcoma,0
SNORA22,Wilms tumor,0
SNORD32A,Non small cell lung cancer,0
SNORD12B,Herpes simplex keratitis,0
SCARNA14,Lung squamous cell carcinoma,0
SNORD4B,Hepatic carcinoma,0
SNORA57,Cerebral cavernous malformations,0
SNORD116-3,Cancer,0
SNORD19,Muscle-invasive bladder cancer,0
SNORD113-3,Uterine leiomyoma,0
SNORA71D,Lung cancer,0
SNORD115-13,Colon carcinoma,0
SNORD115-40,Colorectal adenocarcinoma,0
RNU1-3,Uveal melanoma,0
SNHG7,Rheumatoid arthritis,0
SNORD116-24,Liposarcoma,0
SNORA64,Uveal melanoma,0
SNORD58B,Tongue squamous cell carcinoma,0
SNORD43,Osteoarthritis,0
SNORA72,Chronic myeloid leukemia,0
SNORA14B,Nonalcoholic fatty liver disease,0
SNORD61,Herpes simplex keratitis,0
SNORD110,Breast cancer,0
SNORD56,Bladder cancer,0
SNORD77,Wilms tumor,0
SNORA35,Nonalcoholic fatty liver disease,0
SNORA57,T-cell acute lymphoblastic leukemia,0
SCARNA15,Oral squamous cell carcinoma,0
SNORD114-12,Laryngeal cancer,0
SNORD64,Non small cell lung cancer,0
SNORD41,Colon and rectal adenocarcinoma,0
SNORA70B,Early hepatocellular carcinoma,0
RNU1-2,Renal cell cancer,0
SNORA25,B-cell lymphoma,0
SNORD45C,Non small cell lung cancer,0
SNORD76,Neuroblastoma,0
SNHG6,Hemangioma,0
SNORA63,Cardiac hypertrophy,0
SNORA81,Melanoma,0
SNORD89,Colon cancer,0
SCARNA2,Adenocarcinoma,0
RNU7-1,Laryngeal squamous cell carcinoma,0
SNORD64,Clear cell renal cell carcinoma,0
SNORD3P3,Acute promyelocytic leukemia,0
SNORD3B-2,Colorectal cancer,0
SNORA49,Glioma,0
SNORD12,Chronic obstructive pulmonary disease,0
SNORA70C,Gastric cancer,0
SNORD116@,Hypopharyngeal cancer,0
SNORD16,Hemangioma,0
SNORA46,Liver fibrosis,0
RNU7-1,Esophageal cancer,0
SNORD1A,Lung squamous cell carcinoma,0
SNHG11,Rheumatoid arthritis,0
SNORD42B,Colorectal carcinoma,0
SNORD121B,Colorectal adenocarcinoma,0
SNORD83A,Wilms tumor,0
SNORA58,Renal carcinoma,0
SNORD121A,Ovarian clear cell carcinoma,0
SNORD1B,Osteoarthritis,0
SCARNA7,Esophagus adenocarcinoma,0
SNHG10,Epithelial ovarian cancer,0
SNORD35B,Lung squamous cell carcinoma,0
SNORA62,Epstein-barr virus infections,0
SNORD13,Malignant glioma,0
SNORD119,Non small cell lung carcinoma,0
SNORD11B,Pancreatic adenocarcinoma,0
RNU1-2,Mouth neoplasms,0
SNHG22,Pancreatic adenocarcinoma,0
SNORD113-1,Wilms tumor,0
RNU2-1,Colorectal carcinoma,0
SNORD4A,Hypopharyngeal cancer,0
SCARNA4,Acute promyelocytic leukemia,0
SNORA71D,Adenocarcinoma,0
SNHG11,Tongue squamous cell carcinoma,0
SNORD114-1,Breast neoplasms,0
SNORA79,Glioblastoma,0
SNORD18C,Liposarcoma,0
SNHG18,Nasopharyngeal cancer,0
SNORD115-15,Pediatric neuroblastoma,0
SNHG15,Liposarcoma,0
SNORD116-3,Ovarian clear cell carcinoma,0
SNORD1B,Urinary bladder cancer,0
SNORD55,Prostatic neoplasms,0
SNORD113-9,Gastric carcinoma,0
SNORD124,Glioblastoma,0
SCARNA2,Uveal melanoma,0
SNORD37,Non small cell lung cancer,0
SNORA8,Adenocarcinoma,0
SNORD110,Muscle-invasive bladder cancer,0
SNORD83B,Breast neoplasms,0
SCARNA14,T-cell acute lymphoblastic leukemia,0
SNORD115-1,Chronic myeloid leukemia,0
SNORD116-3,Renal cell cancer,0
SNHG9,Alzheimer disease,0
SNORD45B,Nk/T cell lymphoma,0
SNHG3,Renal cell carcinoma,0
SNORA58,Multiple myeloma,0
SNORA55,Ischemia,0
SNORD115-16,Hepatic carcinoma,0
SNORA80A,Adenocarcinoma,0
SNORD114-21,Liver cancer,0
SNORD113-7,Triple negative breast cancer,0
SNORD1A,Stomach cancer,0
SNORD70,Lung small cell carcinoma,0
SNORD111,Colorectal carcinoma,0
SNORD15A,Hepatic carcinoma,0
SNORD96A,Gallbladder cancer,0
SNORA3A,Neuroblastoma,0
SCARNA14,Myasthenia gravis,0
SNORD113-7,Acute promyelocytic leukemia,0
SNORD57,Rheumatoid arthritis,0
SNORA27,Pancreatic cancer,0
SCARNA3,Uterine leiomyoma,0
SNORA80A,Cardiac hypertrophy,0
SCARNA14,Urinary bladder cancer,0
SNORA44,Ovarian clear cell carcinoma,0
SNORD117,Lung carcinoma,0
SNORA29,Gastric carcinoma,0
SNORA58,Colorectal adenocarcinoma,0
SNORD5,Bladder cancer,0
SNORD73A,Chronic myeloid leukemia,0
SNORD73A,Colon and rectal adenocarcinoma,0
SNORD114-29,Glioma,0
SNORA53,Chronic myeloid leukemia,0
RNU1-2,Lymphosarcoma,0
SNORD103A,Papillary thyroid cancer,0
SCARNA11,Esophagus adenocarcinoma,0
SNORA75,Gallbladder cancer,0
SNORD38A,Urinary bladder cancer,0
SNORD1B,Hemangioma,0
SNORD114-10,Atherosclerosis,0
SNORD22,Lung cancer,0
SNORA70D,Lung carcinoma,0
SNORD98,Herpes simplex keratitis,0
SNORD114-22,Colorectal cancer,0
SNORA33,Pre-eclampsia,0
SNORD12,Cervical cancer,0
SNORD18A,Ovarian clear cell carcinoma,0
SNORA5A,West nile virus infection,0
RNU7-1,Heart failure,0
SNORA74A,Hemangioma,0
SNORD44,Alzheimer disease,0
SNORA21,Pancreatic cancer,0
SCARNA17,Chronic obstructive pulmonary disease,0
SNORD28,West nile virus infection,0
SNORD42B,Renal cell carcinoma,0
SNORD124,Oral squamous cell carcinoma,0
SNORD110,Colorectal adenocarcinoma,0
SNORA21,Tongue squamous cell carcinoma,0
SNORA25,Lung adenocarcinoma,0
SNORA57,Breast cancer,0
SNORA68,Cardiac hypertrophy,0
SNORA71A,Colorectal carcinoma,0
SNORA49,Rheumatoid arthritis,0
SNHG9,Hypopharyngeal cancer,0
SCARNA12,Herpes simplex keratitis,0
SNORD31,Colon carcinoma,0
SNORD36A,Diffuse large B cell lymphoma,0
SNORD81,Tuberculosis,0
SNORA28,Esophageal cancer,0
SNORA74B,Non small cell lung carcinoma,0
SNORD1C,Pre-eclampsia,0
SNORA27,Pediatric neuroblastoma,0
SNORA5C,Uterine cervical neoplasm,0
SNHG11,Liver cancer,0
SNHG21,Thyroid cancer,0
SNORD101,Chronic myeloid leukemia,0
SNORD125,Pancreatic ductal adenocarcinoma,0
SNORD36B,Nonalcoholic fatty liver disease,0
SNORD45B,Esophagus adenocarcinoma,0
SNORD50A,Hemangioma,0
SNORD56,Breast cancer,0
SNORD113-5,Muscle-invasive bladder cancer,0
SNORD54,Tuberculosis,0
SNORD114-1,Pediatric neuroblastoma,0
SNORD92,Lung adenocarcinoma,0
SNORD36A,Lung squamous cell carcinoma,0
SCARNA15,Gallbladder cancer,0
SNORD63,Papillary thyroid cancer,0
SNORA70B,Colon and rectal adenocarcinoma,0
SNORD3P3,Pancreatic ductal adenocarcinoma,0
SNORD115-21,Pneumonia,0
SNORD48,Lung carcinoma,0
SNORD115-1,Liver cirrhosis,0
SNHG8,Adenocarcinoma,0
SNORD115-13,Stomach cancer,0
RNU1-3,Hemangioma,0
SNORD58A,Glioblastoma,0
SNORD104,Chronic obstructive pulmonary disease,0
SNORD99,Renal carcinoma,0
SNORD115-15,Glioblastoma,0
SNORD125,Nasopharyngeal cancer,0
SNHG3,Gallbladder cancer,0
SNORD18A,Neuroblastoma,0
SNORD37,Urinary bladder cancer,0
SNORA23,Parkinson disease,0
SNORD114-3,Breast cancer,0
SNORD73A,Papillary thyroid cancer,0
SNHG16,Esophagus adenocarcinoma,0
SNORA44,Nk/T cell lymphoma,0
SNORD61,Lung carcinoma,0
SNHG16,Parkinson disease,0
SNORD101,Pancreatic adenocarcinoma,0
SNORD115-8,Meningioma,0
SNORD101,Dysregulated immunity,0
SNORD3A,Triple negative breast cancer,0
SNORA71B,Glioblastoma,0
SNORD15B,Esophageal squamous cell cancer,0
SNHG6,Gastric carcinoma,0
SNORA65,Tuberculosis,0
SNORA71D,Epithelial ovarian cancer,0
RNU7-1,Bladder cancer,0
SNORA32,Parkinson disease,0
SNORA20,Dysregulated immunity,0
SNORD2,Pre-eclampsia,0
SNORD114-22,T-cell acute lymphoblastic leukemia,0
SNORD61,Pancreatic ductal adenocarcinoma,0
SNORD114-11,Esophageal squamous cell cancer,0
SNORD45A,Lung small cell carcinoma,0
SNORD30,Pancreatic adenocarcinoma,0
SNORD115-10,Pre-eclampsia,0
SNORA51,Oral squamous cell carcinoma,0
SNORA71D,Cholangiocarcinoma,0
SNORD79,Uterine leiomyoma,0
SNORD78,Wilms tumor,0
SNORD114-12,Nasopharyngeal cancer,0
SNHG15,Cholangiocarcinoma,0
SNORD114-2,Epithelial ovarian carcinoma,0
SNORD114-20,Thyroid cancer,0
SNORA46,Lung squamous cell carcinoma,0
SNORA81,Bladder cancer,0
SNORD30,Thyroid cancer,0
SNORD94,Wilms tumor,0
RNU1-1,Hepatocellular carcinoma,0
SNORD121A,Wilms tumor,0
SNHG15,Diffuse large B cell lymphoma,0
SNORA21,Alzheimer disease,0
SNORD112,Esophageal squamous cell carcinoma,0
SNORD42B,Adenocarcinoma,0
SNORA37,Nasopharyngeal carcinoma,0
SNORA29,Malignant glioma,0
SNORD84,Ovarian clear cell carcinoma,0
SNORD114-21,Stomach cancer,0
SNORD114-22,Liposarcoma,0
SNORD89,Nasopharyngeal cancer,0
SNORA3A,Esophageal cancer,0
SNORD102,Oral squamous cell carcinoma,0
RNU1-3,Alzheimer disease,0
SNHG8,Ischemia,0
SNORA8,Meningioma,0
SNHG8,Tuberculosis,0
SNORD48,Clear cell renal cell carcinoma,0
SNORD114-20,Ovarian cancer,0
GAS5,Hypopharyngeal cancer,0
SNHG14,Liposarcoma,0
SNORD14B,Cervical cancer,0
SNORD28,Ischemia,0
SNORD96A,Hepatocellular carcinoma,0
SNORA70,Alzheimer disease,0
GAS5,Colon carcinoma,0
RNU1-2,Colon carcinoma,0
SNORD3B-2,Cerebral cavernous malformations,0
SNORD11B,Esophageal squamous cell carcinoma,0
SNORD113-3,Acute myeloid leukemia,0
SNORD121A,Gastric carcinoma,0
SNHG18,Acute myeloid leukemia,0
SNHG21,Liver cancer,0
SNORD116-25,Retinoblastoma,0
SNORD115-10,Osteosarcoma,0
SNORD43,Pancreatic cancer,0
SNORD88B,Primary breast cancer,0
TERC,Prader-willi syndrome,0
SNORD21,Glioma,0
SNORD114-20,Alzheimer disease,0
SNORA71B,Primary breast cancer,0
SNORA17B,Papillary thyroid cancer,0
SNORD32A,West nile virus infection,0
SNORA69,Lung cancer,0
SNORA80B,Multiple myeloma,0
SNORD62B,Papillary thyroid carcinoma,0
SNORD62B,Prostatic neoplasms,0
SNORD33,Cervical cancer,0
SNORA55,Nasopharyngeal carcinoma,0
SNORA67,Nk/T cell lymphoma,0
SNORD123,Lymphoma,0
SNORD84,Nasopharyngeal cancer,0
SNORD10,Nasopharyngeal cancer,0
SNORD114-25,Papillary thyroid carcinoma,0
SNORA40,T-cell acute lymphoblastic leukemia,0
SNORA73A,Colorectal cancer,0
SNORD116-15,Lung small cell carcinoma,0
SNORD76,Primary breast cancer,0
SNORA11E,Nasopharyngeal carcinoma,0
SNORD93,Esophagus adenocarcinoma,0
SNORA18,Hepatic carcinoma,0
SNORD97,Pneumonia,0
SNORD72,Acute promyelocytic leukemia,0
SNORA50A,Chronic obstructive pulmonary disease,0
SNORD4A,Dysregulated immunity,0
SNORA41,Neuroblastoma,0
SNORD43,Early hepatocellular carcinoma,0
SNORD114-28,Laryngeal cancer,0
SCARNA2,Epithelial ovarian carcinoma,0
SNORD115-33,Leukemia lymphoblastic acute,0
SNORA71D,Dysregulated immunity,0
SNORD59A,Chronic obstructive pulmonary disease,0
SNORD14B,Epithelial ovarian carcinoma,0
SNORD114-12,Pneumonia,0
SNORD45B,Lung small cell carcinoma,0
SNORD4A,Pre-eclampsia,0
SNORA3B,Acute promyelocytic leukemia,0
SNORD14E,Leukemia lymphoblastic acute,0
SNORD30,Ischemia,0
SNORD114-13,Pancreatic cancer,0
SNORA67,Renal cell carcinoma,0
SNORD101,Colon and rectal adenocarcinoma,0
SNORD36C,Chronic myeloid leukemia,0
SNORD37,Breast cancer,0
SNORA29,Non small cell lung carcinoma,0
SNORD58B,Pre-eclampsia,0
SNORD6,Glioma,0
SNORA79,Colorectal cancer,0
SNORD124,Pancreatic ductal adenocarcinoma,0
SNORD88C,Cervical cancer,0
SNORD14D,Muscle-invasive bladder cancer,0
SNORD66,Colon and rectal adenocarcinoma,0
SNORA62,Epithelial ovarian cancer,0
SNORD48,Multiple myeloma,0
SNORD61,Alzheimer disease,0
SCARNA3,Bladder cancer,0
SNORD59B,Breast cancer,0
SNORA33,Chronic myeloid leukemia,0
SNORD114-3,B-cell lymphoma,0
SNORA61,Laryngeal cancer,0
SNORD14A,Mouth neoplasms,0
SNORD96A,Esophagus adenocarcinoma,0
SNORD63,Uterine leiomyoma,0
SNORA71B,Cholangiocarcinoma,0
SNORD3B-2,Mouth neoplasms,0
SNORD3A,Urinary bladder cancer,0
SNORD115-23,Epstein-barr virus infections,0
SNORA71A,Bladder cancer,0
SNORD20,Cancer,0
SNORD114-14,Prostate carcinoma,0
SNORD115-10,Ischemia,0
SNORD51,Lung carcinoma,0
SNORD1C,Liver cirrhosis,0
SNORD7,Cholangiocarcinoma,0
SNORD101,Cervical cancer,0
SNORD114-20,Lung cancer,0
SNORD77,Stomach cancer,0
SNORD126,Gallbladder cancer,0
SNORD91B,Lung cancer,0
SNORD36B,Lung cancer,0
SNORD62B,Primary breast cancer,0
SCARNA5,Ovarian carcinoma,0
SNORD116-24,Atherosclerosis,0
SNORD59B,Ovarian cancer,0
SNORD88B,Colon cancer,0
SNORD116-3,Non small cell lung carcinoma,0
SNORD115-31,Lung cancer,0
SNORD64,Acute myeloid leukemia,0
SNORA18,Lymphoma,0
SNORD123,Cervical cancer,0
SNORA7B,Colorectal carcinoma,0
SNORD82,Herpes simplex keratitis,0
SCARNA3,Atherosclerosis,0
SNORD112,Urinary bladder cancer,0
SNORA3A,Multiple myeloma,0
SNORD18B,Myasthenia gravis,0
SNORD104,Cardiac hypertrophy,0
SNORD62B,Prostate carcinoma,0
SNORA3A,Liver cirrhosis,0
SNORA53,Ovarian clear cell carcinoma,0
SNORD114-2,Nonalcoholic fatty liver disease,0
SNORD114-11,Colon and rectal adenocarcinoma,0
SNORD35B,Gallbladder cancer,0
SNORD114-10,Ovarian clear cell carcinoma,0
SNORA70D,Colon carcinoma,0
SNORD115-16,Bladder cancer,0
SNORD35A,Urinary bladder cancer,0
SNORA70B,Non small cell lung cancer,0
SNORD1B,Herpes simplex keratitis,0
SNORD105,Ovarian cancer,0
SNORA68,Psoriatic arthritis,0
SNORD48,Lung squamous cell carcinoma,0
SNORA17A,Heart failure,0
SNHG8,Lung carcinoma,0
SNORD114-26,Glioma,0
SNORA44,Bladder cancer,0
SNORD75,Dysregulated immunity,0
SNORD11B,Liver fibrosis,0
SNHG17,Multiple myeloma,0
SNORD44,Prostate carcinoma,0
SNORD98,Clear cell renal cell carcinoma,0
SNORD18B,Lymphosarcoma,0
SNHG4,Ovarian cancer,0
SNORD31,Hepatic carcinoma,0
SNORD44,Breast neoplasms,0
SNORA2B,Hepatic carcinoma,0
SNORD115-31,Renal cell cancer,0
SNORD104,Esophageal squamous cell carcinoma,0
SCARNA17,Urinary bladder cancer,0
SNORA18,Atherosclerosis,0
SNORD11,Hemangioma,0
SNORD35B,Renal cell cancer,0
SNORD114-23,Gallbladder cancer,0
SNORA48,Multiple myeloma,0
SNORD30,Stomach cancer,0
SNORD14D,Non small cell lung carcinoma,0
SNORA71D,Papillary thyroid cancer,0
SNHG16,Pancreatic ductal adenocarcinoma,0
SNORD42B,Prader-willi syndrome,0
SNORA22,Malignant glioma,0
SCARNA10,Liver cirrhosis,0
SNORD115-21,Hepatic carcinoma,0
SNORD45C,Uterine cervical neoplasm,0
SNORD56,Liver cancer,0
SNORA80A,Colorectal carcinoma,0
SNORD114-25,Hypopharyngeal cancer,0
SNHG14,Pre-eclampsia,0
SNORD82,Liver cancer,0
SNORD24,Uterine leiomyoma,0
SNORD56,Lung cancer,0
SNORD114-12,Lymphosarcoma,0
SNORA55,Colorectal cancer,0
SNORA32,Nonalcoholic fatty liver disease,0
SNORD14D,Nasopharyngeal carcinoma,0
SNORD38A,Lung squamous cell carcinoma,0
SNORD35B,Muscle-invasive bladder cancer,0
SNHG10,Diffuse large B cell lymphoma,0
SNORD54,Cholangiocarcinoma,0
SNORD3D,Papillary thyroid cancer,0
SNORA32,Hepatocellular carcinoma,0
SNORA56,Cervical cancer,0
SNORA32,Early hepatocellular carcinoma,0
SNORA27,Non small cell lung carcinoma,0
SNORD114-2,Neuroblastoma,0
SNORD126,Clear cell renal cell carcinoma,0
SCARNA18,Epithelial ovarian carcinoma,0
SNORD115-23,Acute myeloid leukemia,0
SNORD115-42,Acute myeloid leukemia,0
SNORA24,Liver cirrhosis,0
SNORD64,Hemangioma,0
SNORD4A,Leukemia lymphoblastic acute,0
SNORA70F,Melanoma,0
SNORD3C,Glioblastoma,0
SNORD31,Prostate cancer,0
SNORD115-1,Lung carcinoma,0
SNORD58B,Uveal melanoma,0
SNORD113-6,Esophageal squamous cell carcinoma,0
SNORA59B,Epithelial ovarian carcinoma,0
SNORA69,Epstein-barr virus infections,0
SNORD97,Leukemia lymphoblastic acute,0
SNORD115-15,Clear cell renal cell carcinoma,0
SNORD46,Dysregulated immunity,0
SNORA14A,Mouth neoplasms,0
SNORA31,Uveal melanoma,0
SNORA65,Epithelial ovarian carcinoma,0
SNORD114-9,Malignant glioma,0
SNORD115-31,Rheumatoid arthritis,0
SNORD79,Lymphoma,0
SNORD57,Psoriatic arthritis,0
SNORD7,Uveal melanoma,0
SNORD103B,Clear cell renal cell carcinoma,0
SNORD20,Epstein-barr virus infections,0
SNORD2,Bladder cancer,0
SNORD50B,Hemangioma,0
SNORD3P3,Osteosarcoma,0
SNORD4B,Laryngeal cancer,0
SNORA1,Ischemia,0
SNHG16,Pancreatic adenocarcinoma,0
SNHG22,Mouth neoplasms,0
SCARNA22,Liposarcoma,0
SNORD115-10,Prostatic neoplasms,0
SNORA70C,Liver cirrhosis,0
SNORA71B,Epithelial ovarian carcinoma,0
SNORD12B,Epithelial ovarian carcinoma,0
SNHG20,Cervical cancer,0
RNU1-1,Ovarian clear cell carcinoma,0
SNORD3B-2,Uterine leiomyoma,0
SNORD37,Stomach cancer,0
SNORD58B,Alzheimer disease,0
SNHG4,Esophageal squamous cell carcinoma,0
SNORD24,Renal cell cancer,0
SNORA48,Non small cell lung carcinoma,0
SNORD36A,Renal carcinoma,0
SNORD94,Gastric carcinoma,0
